#t,tx,ty,tz,qx,qy,qz,qw
0,0.5,0.5,0.5,-0.095491667163383,-0.759396690413302,0.030316155262416,0.642867745980296
0.00499968,0.501267201486572,0.501270789436217,0.501248051595078,-0.0954566394273754,-0.759424458678528,0.0302155987587246,0.642844879532931
0.009999872,0.502556967808946,0.502558819290138,0.502491206380591,-0.095440715482948,-0.759467407202648,0.0301376212718838,0.642800164132728
0.014999808,0.503873303095973,0.503866720376725,0.503734043433543,-0.0954330090447087,-0.759500346737573,0.03007877605264,0.642765144762342
0.02,0.505216882340722,0.505196306391987,0.504972726916469,-0.0954289369124827,-0.759541771157222,0.0300177603699512,0.642719651115069
0.02499968,0.50658664114014,0.506548172005789,0.506206205590268,-0.0954275507619929,-0.759597045450229,0.0299385971256765,0.642658222931129
0.029999872,0.507982507138745,0.507922757943414,0.507438703981069,-0.0954186267596604,-0.759644341589765,0.0298513634137964,0.642607699969655
0.034999808,0.50940450236491,0.509319895178118,0.508669122148734,-0.0954104411793266,-0.759691993616396,0.0297660009108917,0.642556540499655
0.04,0.510852938149562,0.510738163301512,0.509893967649514,-0.0954132569373428,-0.759751484795732,0.029680882608133,0.642489717395455
0.04499968,0.512327602569661,0.512174226355753,0.511116387251708,-0.0954120180477742,-0.75981144754417,0.029599272866553,0.642422753363123
0.049999872,0.513827711888115,0.513628161501677,0.51234218922428,-0.0954014889412698,-0.7598561370883,0.0295367374012927,0.642374336334136
0.054999808,0.51535208150589,0.515102878956677,0.513569868393443,-0.0953929868016921,-0.759888532773161,0.0294909782982566,0.642339379166431
0.059999744,0.516901632699378,0.51660069682526,0.514793785745401,-0.0953924595077007,-0.75992488179043,0.0294401890643216,0.642298784034915
0.06499968,0.518476719869914,0.518122329906208,0.51601239609141,-0.0953957137752557,-0.759973547374831,0.0293684425811395,0.642244003213875
0.069999872,0.520077298809112,0.519667421357393,0.517227882129486,-0.0953971471579722,-0.760017649047943,0.0292780839190303,0.642195726591036
0.074999808,0.521703423960093,0.521234117468617,0.518440006425113,-0.0953928953877702,-0.760066987665162,0.0291895529233624,0.642141993465058
0.079999744,0.523355199619721,0.5228214299594,0.51964862135019,-0.095391760183306,-0.76012082612976,0.0291126607576863,0.642081922153669
0.084999936,0.525032730665017,0.524428817244511,0.520855547995049,-0.0953916432054087,-0.760176949964222,0.0290347708760792,0.64201901936768
0.089999872,0.526736084082472,0.526055379280243,0.522064057620509,-0.0953795919789399,-0.760226917544595,0.0289569169282701,0.641965158117311
0.095000064,0.528465519665377,0.527702633034074,0.523274514275235,-0.0953613773489721,-0.760260431150959,0.0288902475494737,0.641931178657646
0.099999744,0.5302207591667,0.529372583534228,0.524481207046766,-0.0953510525339785,-0.760304833791929,0.028830166924212,0.641882822615166
0.104999936,0.532001132860258,0.531066040985935,0.525681134257859,-0.0953469088233296,-0.760360853805754,0.0287556931494745,0.641820418099263
0.109999872,0.5338055746499,0.532782581205383,0.526877126293551,-0.0953428741424311,-0.760423383515709,0.0286640738819549,0.64175103040141
0.114999808,0.535635780699385,0.534522044137341,0.528072455824224,-0.095342936005871,-0.760484286911597,0.0285687829956865,0.641683098228779
0.119999744,0.537492539910087,0.536282429237091,0.529266529178389,-0.0953484724384559,-0.760536329078778,0.0284742761582867,0.641624794215663
0.124999936,0.539374651436913,0.53806101637659,0.530458202826713,-0.0953431349394507,-0.760587213146746,0.0283735835479217,0.64156972931571
0.129999872,0.541281770768756,0.539856694056704,0.531647878754879,-0.095325035569391,-0.76064234502674,0.0282776271787173,0.641511290896005
0.134999808,0.543214689311217,0.541671103666898,0.532837184776205,-0.0953053210879035,-0.760686284398324,0.0282150994256726,0.641464870951639
0.139999744,0.545173073562082,0.543506577146582,0.534024794654158,-0.0952813800367316,-0.760725879746091,0.0281734765891629,0.641423299950752
0.144999936,0.547156845152161,0.545364657502564,0.535206738841038,-0.0952636504534029,-0.760779318277515,0.0281040607266097,0.641365595861024
0.149999872,0.549166556709485,0.547246147131177,0.536383000581632,-0.0952608999430807,-0.760837886369332,0.0280105229410284,0.641300617660432
0.154999808,0.551202621622838,0.54915109642869,0.537556602833189,-0.0952715866608773,-0.760892544100465,0.0279209798763215,0.641238083702291
0.159999744,0.553263649370508,0.551077860879386,0.538728527088159,-0.0952915784657047,-0.760954099359408,0.0278373235314968,0.641165701796524
0.164999936,0.555349758484863,0.553024454138094,0.539899338431358,-0.0953028802845041,-0.761005962849402,0.0277535615758794,0.641106095226824
0.169999872,0.557461776200935,0.55498872856792,0.541067827305956,-0.0952958939865332,-0.761054888991932,0.0276695672157017,0.641052683935479
0.174999808,0.559599174326569,0.556970136952899,0.542235918762634,-0.0952672673264223,-0.761119567019013,0.0275870682168044,0.640983701933323
0.179999744,0.561762129884348,0.558970763898868,0.543407419321502,-0.0952189195440534,-0.761161078114323,0.0275108649060892,0.640944867236507
0.184999936,0.563950979728642,0.560995044661598,0.544576310341865,-0.0951665353964411,-0.761194452907015,0.0274400308725697,0.640916047630219
0.189999872,0.566165340660438,0.563047342072454,0.545736339301798,-0.0951210139074278,-0.761250175776234,0.0273400968166309,0.64086089106758
0.194999808,0.568404421721071,0.565130134312787,0.546890298276544,-0.0950877617382957,-0.761311539676808,0.0271907456738671,0.640799282515383
0.199999744,0.570666241058907,0.567242411051882,0.548042158597283,-0.0950725976430137,-0.761374083579296,0.0270077099364971,0.640734960522042
0.204999936,0.572951845636122,0.569381908202456,0.549194474657314,-0.0950766976437307,-0.761441901278991,0.0268158028343314,0.640661818169421
0.209999872,0.575262801199558,0.571543262726881,0.550349856416736,-0.095088429618764,-0.761500942032407,0.0266288928235981,0.640597695830529
0.214999808,0.577598504762205,0.573715301703769,0.551510695748225,-0.0950754821491632,-0.761549032171117,0.0264336191107218,0.640550535144611
0.22,0.579957723393993,0.575885292354467,0.552676454821554,-0.0950220275491788,-0.761584438886098,0.0262758811239288,0.640522860480523
0.224999936,0.582338629060603,0.578046847413956,0.553842774774725,-0.0949475198806975,-0.761599844078184,0.0262460125580829,0.640516816948151
0.229999872,0.584741635946264,0.580206136599891,0.555004227535406,-0.0948628285736931,-0.761613276618303,0.0263233035708608,0.640510221872256
0.234999808,0.587170504716681,0.582379732066461,0.556156818648332,-0.0947937432042636,-0.761645513959162,0.0264083180710841,0.640478616389232
0.24,0.589629556942961,0.584585552264065,0.557299568798716,-0.0947939202310662,-0.7616987746959,0.0264372461039018,0.640414054602515
0.244999936,0.592120693378878,0.586831225934534,0.558435919764469,-0.0948861976239906,-0.76176316409972,0.0264049640175684,0.640325127725341
0.249999872,0.594641713422964,0.589110882573018,0.5595697081477,-0.0950283154674126,-0.761830493030696,0.0263229988342473,0.640227318130369
0.254999808,0.597188218430183,0.59141252165001,0.560704736477055,-0.0951643562667377,-0.761885857359873,0.0262117182189924,0.640145789238168
0.26,0.599754683490103,0.593725438265269,0.561842015383356,-0.0952474292749397,-0.761940219178633,0.0261282144344597,0.640072141266123
0.26499968,0.602338066514382,0.596044525536529,0.562981759221939,-0.095253134603902,-0.761975710235112,0.026108012566459,0.640029865740386
0.269999872,0.60494137625343,0.598377270931546,0.564123964066981,-0.0951951082882532,-0.761988513635246,0.0261126669241805,0.640023066046875
0.274999808,0.60756671727441,0.600736064072868,0.565264216542259,-0.0951030484139753,-0.762035844485893,0.0260770377799855,0.639981851306474
0.28,0.610217015759625,0.603126067099794,0.566401072158442,-0.0950054750244169,-0.762074119528055,0.0259762916727906,0.639954864292674
0.28499968,0.612893513657147,0.605546045220961,0.567532218754984,-0.0949196040377706,-0.762123684365806,0.0258531852592543,0.639913565499242
0.289999872,0.615597559865984,0.607997631973577,0.568660450428914,-0.0948594774841642,-0.762165006297502,0.0257093509362159,0.63987906043361
0.294999808,0.618326804161553,0.610479590139208,0.569784850489632,-0.0948321819464656,-0.762205601158977,0.025523500843372,0.639842191273639
0.3,0.621078776634279,0.61298524879757,0.57090128803552,-0.0948392701294062,-0.762278879836893,0.0253134357519128,0.639762184070273
0.30499968,0.6238517691585,0.615504487194339,0.572010474014415,-0.0948767365887323,-0.762348993177107,0.025141659676684,0.63967985305528
0.309999872,0.626647009909952,0.618032483461037,0.573116518478851,-0.094900590311894,-0.762419026634215,0.0250501552282774,0.639596431750232
0.314999808,0.629465450642358,0.620568047221491,0.574226426196201,-0.0948689115901647,-0.762453925528193,0.0249860828713461,0.639562035085802
0.319999744,0.632305113443248,0.62311179708632,0.575338810434315,-0.0947919399953531,-0.76250031042005,0.024909234320931,0.639521144894202
0.32499968,0.635164871214357,0.625666365118367,0.576449531190331,-0.0947001902402402,-0.762562593034217,0.0248271533829103,0.639463664431604
0.329999872,0.638046731037323,0.628237803625411,0.577555361812992,-0.0946512486303953,-0.762602636337584,0.0247951472925135,0.639424398075657
0.335000064,0.640954162376973,0.63083542316952,0.578655518775674,-0.0946865869336262,-0.762643209879803,0.0248231531831643,0.639369686288876
0.339999744,0.643888800903785,0.633462643163089,0.579755030650808,-0.0947657198470848,-0.762684063499249,0.0248164834832886,0.639309486691431
0.344999936,0.646848812034456,0.636113769757163,0.580854377645368,-0.0948309295778768,-0.762729515117944,0.0247342720511559,0.639248775790334
0.349999872,0.649831932334179,0.638782571853588,0.58195157221961,-0.0948818983008151,-0.762778012487141,0.0246380673063189,0.639187057660284
0.355000064,0.652838542868004,0.641467561884157,0.583047278861479,-0.0949388385005099,-0.762824534888604,0.0245972216826414,0.63912465341407
0.359999744,0.655869587410665,0.644167658663027,0.584145330610506,-0.0949752902586756,-0.762853411245698,0.0245872777148921,0.639085153141311
0.364999936,0.658925032868843,0.64688501768084,0.585246714402352,-0.0949622985655006,-0.76287024769789,0.0245521417804117,0.639068337005137
0.369999872,0.662003453249043,0.649624051334598,0.586346751946583,-0.0949143199088213,-0.762922957931468,0.0244807808604215,0.639015276426009
0.374999808,0.665106800110816,0.652388513047434,0.587440732737253,-0.0948609537094199,-0.762966214935352,0.0243835374903831,0.638975271374422
0.379999744,0.668236634220684,0.655179966292893,0.588525592850373,-0.0948285691879048,-0.763020057263655,0.0242936140532496,0.638919208503998
0.384999936,0.67139400123873,0.657999162173045,0.589607383565568,-0.0948075730626353,-0.763081600629145,0.0241976454676185,0.638852462486495
0.389999872,0.674574974180896,0.660843166652973,0.59068991851634,-0.094779229844282,-0.763145741528851,0.0240671100458492,0.638784978682613
0.394999808,0.677776993268911,0.663708679327733,0.591770367232928,-0.0947384352475771,-0.763218831939611,0.0238964836393504,0.638710107583442
0.399999744,0.681001838343677,0.666594389635578,0.592847856749835,-0.0947102798043224,-0.763279587421828,0.0237298974793982,0.638647889129972
0.404999936,0.684249344277239,0.669498635094706,0.593925664949978,-0.0947002820281069,-0.76334273376601,0.0235977213265794,0.638578793054251
0.409999872,0.687515515498672,0.672418056743074,0.595006030832129,-0.0946777513013856,-0.763386294637471,0.0234730865811419,0.638534652759379
0.414999808,0.69079723103557,0.675350829743043,0.596083751294973,-0.0946415330117354,-0.763435024601856,0.0233640419501953,0.638485759421541
0.419999744,0.694095683955887,0.678296743681882,0.597157756385005,-0.0946040670643378,-0.763487564287807,0.0232787283249393,0.638431602037628
0.424999936,0.697416298491555,0.681257311703829,0.598233922082856,-0.0945781271880401,-0.763527721851762,0.0232206052839264,0.638389535716015
0.429999872,0.700762023637984,0.684234941618335,0.599311853181219,-0.0945634155857067,-0.763550953854694,0.0231690877880358,0.638365800048391
0.434999808,0.704132068238366,0.687233176436986,0.600384572136109,-0.0945721182730358,-0.763589524899676,0.0231197503024352,0.638320161873954
0.439999744,0.707525283404587,0.690252602797134,0.601449151165678,-0.0946109645057001,-0.763647389539749,0.0230744857604576,0.63824681585678
0.444999936,0.710943069069661,0.693290238569268,0.602510796348086,-0.0946583836586782,-0.763687047115827,0.0230183875058708,0.638194357783947
0.449999616,0.714386382275344,0.696343874582472,0.60357265896757,-0.0946941496723796,-0.763735383633809,0.0229676326778612,0.638133034447143
0.454999808,0.717855089234405,0.699414715018262,0.604634770550959,-0.0947202021428741,-0.763791674504943,0.0229443976871304,0.638062626924444
0.46,0.721347671513745,0.702503834401807,0.605696740376494,-0.0947310510295786,-0.76382551411363,0.0229247603490836,0.638021212282802
0.464999936,0.724864073093113,0.705614251461156,0.606756395363166,-0.0947233684123564,-0.763874997914934,0.0228771197738278,0.63796481754712
0.469999872,0.728405487756571,0.708747567543993,0.60781360941781,-0.0947118788246114,-0.763921026865504,0.0228118290797115,0.637913744307414
0.474999808,0.731971271887262,0.711901881915254,0.608868250402511,-0.0946974308934102,-0.763968189401366,0.0227556788060828,0.637861412257444
0.48,0.735560996456466,0.715077157273288,0.609922784488437,-0.0946753056396349,-0.76402733507395,0.0227100110684873,0.637795479098989
0.484999936,0.739173107929216,0.718276177394941,0.610978296582454,-0.0946428938966362,-0.764060528580165,0.022630237497593,0.637763360229695
0.489999872,0.742806596292836,0.721502653174472,0.612029688601043,-0.0946162632582435,-0.76411737549898,0.0225022888362117,0.637703729160125
0.494999808,0.746462009591443,0.724755134221445,0.613076794352805,-0.0946114011065984,-0.76418136527286,0.0223598609926146,0.637632778616929
0.5,0.750138925681523,0.728026925357846,0.614121952154533,-0.0946108414850278,-0.764247798953631,0.0222330201812357,0.637557670553533
0.50499968,0.753837412791039,0.73131240586563,0.615168400679006,-0.0945798386283259,-0.764291975179578,0.0221117153336986,0.637513531500423
0.509999872,0.757560030210984,0.73461315115275,0.616216196008349,-0.0945347253105356,-0.764331013929853,0.0220163893065241,0.637476717580594
0.514999808,0.761308796877241,0.737931666324183,0.617262149176115,-0.0944922028816827,-0.764389140275529,0.0219117839177296,0.637416927566995
0.52,0.765082776788413,0.741266402698922,0.618304316878104,-0.0944593764586659,-0.764419334347239,0.0217761144588655,0.637390232364944
0.52499968,0.768879041368317,0.744614315846975,0.619339581884779,-0.0944582911296548,-0.764457710940047,0.021698876836708,0.637346999808734
0.529999872,0.772700299907822,0.747976966624277,0.620371448494133,-0.0944737213829501,-0.764491559461866,0.0216819645972047,0.637304686857728
0.534999808,0.776545184826118,0.751354881803309,0.621400916610976,-0.0944816009038036,-0.764539949368524,0.0216497127590215,0.637246563621712
0.54,0.780411595361394,0.754749644485784,0.622426233500439,-0.0944730540641413,-0.764606225248097,0.0215584387558967,0.637171402438981
0.54499968,0.784299166437066,0.758160119278633,0.623447715833989,-0.0944682759421413,-0.764662515494348,0.0214697731472167,0.637107550637554
0.549999872,0.788210777308832,0.761586142694928,0.62446552159601,-0.0944849616632623,-0.764722619370829,0.0214459711653357,0.637033733614544
0.554999808,0.792148049421921,0.765029347402935,0.625483408718761,-0.0945260111343926,-0.764764931366545,0.0214593328223404,0.636976396741484
0.559999744,0.796111193016893,0.768491969677933,0.626504603801093,-0.0945620324549102,-0.764797314936864,0.0214379939968921,0.636932886179343
0.56499968,0.800096790551019,0.771974607443482,0.627526354976949,-0.0945689123589088,-0.764849172655659,0.0213539512599916,0.636872414749448
0.569999872,0.804102357058265,0.775477302669507,0.628544271550939,-0.0945690448111057,-0.764897079595503,0.0212680227026928,0.636817732636351
0.574999808,0.808129251060494,0.779000101075863,0.629556391405847,-0.0945790972816404,-0.764943928977303,0.021231630548343,0.636761177948542
0.579999744,0.812181483787423,0.782544996140696,0.63056944259644,-0.094593139379116,-0.764980088373075,0.0212070666796111,0.636716469629906
0.584999936,0.816259215557726,0.786113421087506,0.631586886797367,-0.0945830942447187,-0.765015957446274,0.0211320904052835,0.636677357765107
0.589999872,0.820358491688222,0.789704149188598,0.632603941050035,-0.0945462115194176,-0.7650642970389,0.021003189720179,0.63662901387329
0.595000064,0.824477052263678,0.793315255712705,0.63361632771479,-0.0945076670130206,-0.765109822529234,0.0208609160424909,0.636584701769456
0.599999744,0.828615867543774,0.796945303945426,0.634621230051282,-0.0944807001301529,-0.765169917163501,0.0207460015015191,0.63652022638139
0.604999936,0.832779266841033,0.800595590919397,0.635622801384472,-0.0944695749799603,-0.765228819593784,0.0206707312189774,0.636453512785563
0.609999872,0.836968633869358,0.804265731189619,0.636630593708466,-0.0944472390558247,-0.765264200750883,0.0205817583145841,0.636417169243982
0.614999808,0.841183074001721,0.807954665605252,0.63764615898589,-0.0943973108814203,-0.765293865350425,0.0204350324286027,0.636393633535883
0.619999744,0.845418397828624,0.811660753706075,0.638658409792344,-0.0943536486839865,-0.765353691067593,0.0202772055722913,0.636333207905582
0.624999936,0.849673553795281,0.815382318819925,0.639660501096445,-0.0943390949620182,-0.765410743794628,0.0201620404003548,0.636270398944031
0.629999872,0.853950367129593,0.819116233278313,0.640657221873178,-0.094350011500602,-0.765474437282024,0.0201086855975511,0.636193839927065
0.634999808,0.858252925278838,0.82286335931767,0.641658943257895,-0.0943530560865087,-0.765512660901168,0.0200647602358812,0.636148781499914
0.639999744,0.862580002876852,0.826625623853825,0.642663851750839,-0.0943213520373147,-0.765541681292655,0.0199850157253828,0.636121070158758
0.644999936,0.86692716697981,0.830404927620844,0.643661398681547,-0.0942882622482644,-0.765608484453512,0.0198809516314973,0.636048834522338
0.649999872,0.871292324574804,0.83420314566446,0.644649272425868,-0.0942994165226919,-0.76567237573709,0.0198095168221926,0.635972496354891
0.654999808,0.875677152941278,0.83801997317714,0.645632725961833,-0.0943455959944632,-0.765736217996485,0.0198068235026068,0.635888860342455
